current node, alt tree, hoeffding bound, old tree error, alt tree error, diff, status
1067938912, 1637506559, 0.06368931559524886, 0.18310357016613643, 0.15946843853820597, 0.02363513162793046, none
1067938912, 1637506559, 0.06358413628050798, 0.18303886925795054, 0.15894039735099338, 0.02409847190695716, none
1067938912, 1637506559, 0.06347947168141947, 0.18297421405863654, 0.15841584158415842, 0.02455837247447812, none
1067938912, 1637506559, 0.06337531755077457, 0.182909604519774, 0.15789473684210525, 0.02501486767766875, none
1067938912, 1637506559, 0.0632716696902422, 0.18284504059301093, 0.15737704918032788, 0.02546799141268305, none
1067938912, 1637506559, 0.06316852394964903, 0.18278052223006352, 0.1568627450980392, 0.02591777713202431, none
1067938912, 1637506559, 0.06311309729065823, 0.18306878306878308, 0.1563517915309446, 0.026716991537838464, none
1067938912, 1637506559, 0.06301087290869407, 0.18300423131170662, 0.1590909090909091, 0.023913322220797534, none
1067938912, 1637506559, 0.06290913882093599, 0.18293972506168488, 0.15857605177993528, 0.024363673281749598, none
1067938912, 1637506559, 0.06285481398489956, 0.1832276250880902, 0.15806451612903225, 0.02516310895905796, none
1067938912, 1637506559, 0.0627539791826071, 0.18316308559351885, 0.15755627009646303, 0.025606815497055818, none
1067938912, 1637506559, 0.06270032080289832, 0.18345070422535212, 0.15705128205128205, 0.02639942217407007, none
1067938912, 1637506559, 0.0626003712538232, 0.1833861316437874, 0.15654952076677317, 0.026836610877014222, none
1067938912, 1637506559, 0.06250089326003706, 0.1833216045038705, 0.15605095541401273, 0.027270649089857768, none
1067938912, 1637506559, 0.06244828956595768, 0.18360886387618713, 0.15873015873015872, 0.024878705146028413, none
1067938912, 1637506559, 0.062349675955437396, 0.18354430379746836, 0.15822784810126583, 0.025316455696202528, none
1067938912, 1637506559, 0.06229770922234379, 0.18383128295254833, 0.15772870662460567, 0.02610257632794266, none
1067938912, 1637506559, 0.06224598081952186, 0.18411806043569923, 0.15723270440251572, 0.02688535603318351, none
1067938912, 1637506559, 0.06214860588198436, 0.1840533895328416, 0.15673981191222572, 0.02731357762061587, none
1067938912, 1637506559, 0.062051681516478614, 0.18398876404494383, 0.15625, 0.027738764044943826, none
1067938912, 1637506559, 0.06195520420217733, 0.18392418392418391, 0.1557632398753894, 0.028160944048794517, none
1067938912, 1637506559, 0.06185917045663704, 0.18385964912280703, 0.15527950310559005, 0.02858014601721698, none
1067938912, 1637506559, 0.061763576835262284, 0.18379515959312523, 0.15479876160990713, 0.028996397983218097, none
1067938912, 1637506559, 0.06166841993077895, 0.18373071528751753, 0.1574074074074074, 0.026323307880110114, none
1067938912, 1637506559, 0.06161918895426424, 0.18401682439537329, 0.15692307692307692, 0.02709374747229637, none
1067938912, 1637506559, 0.06157017619904395, 0.18430273300630695, 0.15950920245398773, 0.024793530552319226, none
1067938912, 1637506559, 0.061476182102925346, 0.18423817863397549, 0.1620795107033639, 0.02215866793061158, none
1067938912, 1637506559, 0.06138261203861582, 0.18417366946778713, 0.16158536585365854, 0.022588303614128585, none
1067938912, 1637506559, 0.06128946277337712, 0.184109205460273, 0.16109422492401215, 0.02301498053626086, none
1067938912, 1637506559, 0.061196731108861535, 0.18404478656403078, 0.1606060606060606, 0.02343872595797017, none
1067938912, 1637506559, 0.061104413880643464, 0.18398041273172439, 0.16012084592145015, 0.023859566810274235, none
1067938912, 1637506559, 0.06101250795775874, 0.1839160839160839, 0.16265060240963855, 0.02126548150644536, none
1067938912, 1637506559, 0.060921010242251585, 0.18385180006990562, 0.16216216216216217, 0.021689637907743448, none
1067938912, 1637506559, 0.060829917668729035, 0.18378756114605171, 0.16167664670658682, 0.02211091443946489, none
1067938912, 1637506559, 0.06073922720392261, 0.18372336709745024, 0.16119402985074627, 0.022529337246703973, none
1067938912, 1637506559, 0.06064893584625734, 0.18365921787709497, 0.16071428571428573, 0.02294493216280924, none
1067938912, 1637506559, 0.060559040625427704, 0.18359511343804538, 0.1632047477744807, 0.02039036566356467, none
1067938912, 1637506559, 0.06046953860198045, 0.18353105373342637, 0.16272189349112426, 0.020809160242302116, none
1067938912, 1637506559, 0.06038042686690434, 0.18346703871642833, 0.16224188790560473, 0.0212251508108236, none
1067938912, 1637506559, 0.0602917025412264, 0.18340306834030684, 0.16176470588235295, 0.02163836245795389, none
1067938912, 1637506559, 0.06020336277561475, 0.1833391425583827, 0.16129032258064516, 0.022048819977737555, none
1067938912, 1637506559, 0.060115404749987854, 0.18327526132404182, 0.1608187134502924, 0.022456547873749427, none
1067938912, 1637506559, 0.06002782567312999, 0.18321142459073494, 0.16034985422740525, 0.022861570363329697, none
1067938912, 1637506559, 0.05994062278231288, 0.18314763231197773, 0.15988372093023256, 0.02326391138174516, none
1067938912, 1637506559, 0.05985379334292345, 0.18308388444135051, 0.15942028985507245, 0.023663594586278064, none
1067938912, 1637506559, 0.059767334648097366, 0.18302018093249825, 0.15895953757225434, 0.02406064336024391, none
1067938912, 1637506559, 0.05968124401835855, 0.18295652173913043, 0.1585014409221902, 0.024455080816940228, none
1067938912, 1637506559, 0.059595518801264256, 0.18289290681502085, 0.15804597701149425, 0.024846929803526596, none
1067938912, 1637506559, 0.05951015637105581, 0.18282933611400765, 0.15759312320916904, 0.0252362129048386, none
1067938912, 1637506559, 0.0594251541283149, 0.18276580958999306, 0.15714285714285714, 0.025622952447135916, none
1067938912, 1637506559, 0.059340509499625174, 0.18270232719694338, 0.15669515669515668, 0.02600717050178669, none
1067938912, 1637506559, 0.059256219937239146, 0.18263888888888888, 0.15625, 0.02638888888888888, none
