hb;tree_error;alt_error;error_diff
0,052233084;0,166723608;0,141531323;0,025192285
0,052172087;0,166666667;0,141203704;0,025462963
0,052111297;0,166609764;0,140877598;0,025732166
0,052050711;0,166552901;0,140552995;0,025999906
0,052032919;0,166837257;0,140229885;0,026607372
0,052015161;0,167121419;0,142201835;0,024919584
0,051955095;0,167064439;0,14416476;0,022899679
0,051895229;0,167007498;0,143835616;0,023171882
0,051835563;0,166950596;0,143507973;0,023442624
0,051776096;0,166893733;0,143181818;0,023711915
0,051716826;0,166836908;0,145124717;0,021712192
0,051657752;0,166780123;0,14479638;0,021983742
0,051598874;0,166723375;0,144469526;0,022253849
0,051540189;0,166666667;0,146396396;0,02027027
0,051481698;0,166609997;0,146067416;0,020542581
0,051465346;0,16689327;0,14573991;0,02115336
0,051449023;0,167176351;0,14541387;0,02176248
0,051391018;0,167119565;0,147321429;0,019798137
0,051333202;0,167062818;0,146993318;0,0200695
0,051317198;0,167345553;0,146666667;0,020678887
0,051259714;0,167288768;0,148558758;0,01873001
0,051202417;0,167232022;0,148230088;0,019001933
0,051145304;0,167175314;0,14790287;0,019272444
0,051088375;0,167118644;0,147577093;0,019541552
0,05103163;0,167062013;0,147252747;0,019809266
0,050975066;0,16700542;0,146929825;0,020075595
0,050918683;0,166948866;0,146608315;0,02034055
0,05086248;0,166892349;0,14628821;0,02060414
0,050806456;0,166835871;0,145969499;0,020866372
0,05075061;0,166779432;0,145652174;0,021127258
0,050736031;0,167061211;0,145336226;0,021724985
0,050680497;0,167004733;0,147186147;0,019818586
0,050625139;0,166948293;0,146868251;0,020080043
0,050569954;0,166891892;0,146551724;0,020340168
0,050514943;0,166835529;0,146236559;0,020598969
0,050460105;0,166779203;0,145922747;0,020856456
0,050405438;0,166722916;0,145610278;0,021112638
0,050350941;0,166666667;0,145299145;0,021367521
0,050296615;0,166610455;0,144989339;0,021621116
0,050242457;0,166554282;0,144680851;0,021873431
0,050188466;0,166498146;0,144373673;0,022124473
0,050175218;0,166778976;0,144067797;0,022711179
0,050121521;0,166722802;0,145877378;0,020845424
0,05006799;0,166666667;0,14556962;0,021097046
0,050014623;0,166610569;0,145263158;0,021347411
0,04996142;0,166554509;0,144957983;0,021596526
0,04990838;0,166498486;0,144654088;0,021844398
0,049855502;0,166442502;0,144351464;0,022091037
0,049843013;0,166722689;0,144050104;0,022672585
0,049790417;0,166666667;0,14375;0,022916667
0,049737981;0,166610682;0,143451143;0,023159538
0,049685704;0,166554735;0,143153527;0,023401208
0,049633584;0,166498825;0,142857143;0,023641682
0,049581622;0,166442953;0,142561983;0,02388097
0,049529815;0,166387118;0,142268041;0,024119077
0,049518054;0,166666667;0,141975309;0,024691358
0,049506301;0,166946027;0,141683778;0,025262249
0,049454883;0,16689008;0,141393443;0,025496638
0,049403619;0,166834171;0,141104294;0,025729876
0,049352508;0,166778299;0,140816327;0,025961972
0,049341108;0,167057248;0,140529532;0,026527717
0,049290263;0,167001339;0,142276423;0,024724916
0,049239567;0,166945467;0,14198783;0,024957637
0,0492284;0,16722408;0,141700405;0,025523675
0,049177967;0,167168171;0,141414141;0,02575403
0,049166916;0,167446524;0,141129032;0,026317492
0,049116742;0,167390578;0,142857143;0,024533435
0,049066715;0,167334669;0,142570281;0,024764388
0,049016834;0,167278798;0,142284569;0,024994229
0,048967098;0,167222964;0,142;0,025222964
0,048956492;0,167500834;0,141716567;0,025784267
0,048907009;0,167444963;0,141434263;0,0260107
0,048857669;0,16738913;0,141153082;0,026236048
0,048808471;0,167333333;0,140873016;0,026460317
0,048759415;0,167277574;0,140594059;0,026683515
0,048710501;0,167221852;0,140316206;0,026905647
0,048661727;0,167166167;0,140039448;0,027126719
0,048613092;0,167110519;0,13976378;0,02734674
0,048564597;0,167054908;0,139489194;0,027565714
0,048516239;0,166999335;0,139215686;0,027783648
0,04846802;0,166943798;0,138943249;0,028000549
0,048419938;0,166888298;0,138671875;0,028216423
0,048410489;0,167165171;0,138401559;0,028763612
0,048362644;0,167109635;0,140077821;0,027031814
0,048314934;0,167054135;0,141747573;0,025306562
0,048267359;0,166998672;0,141472868;0,025525804
0,048219918;0,166943246;0,141199226;0,02574402
0,04817261;0,166887857;0,140926641;0,025961216
0,048125434;0,166832504;0,140655106;0,026177398
0,04807839;0,166777188;0,140384615;0,026392573
0,048031477;0,166721909;0,140115163;0,026606746
0,047984695;0,166666667;0,139846743;0,026819923
0,047938043;0,166611461;0,13957935;0,027032111
0,047891521;0,166556291;0,139312977;0,027243314
0,047845127;0,166501159;0,139047619;0,02745354
0,047798861;0,166446062;0,13878327;0,027662792
0,047752723;0,166391002;0,138519924;0,027871078
0,047706712;0,166335979;0,138257576;0,028078403
0,047660827;0,166280992;0,137996219;0,028284772
0,047615067;0,166226041;0,137735849;0,028490192
0,047607262;0,166501487;0,13747646;0,029025027
0,04756172;0,166446499;0,139097744;0,027348755
0,047516302;0,166391548;0,138836773;0,027554775
0,047471007;0,166336634;0,138576779;0,027759855
0,047425836;0,166281755;0,138317757;0,027963998
0,047380786;0,166226913;0,138059701;0,028167211
0,047335859;0,166172107;0,137802607;0,0283695
0,047291053;0,166117337;0,137546468;0,028570868
0,047246367;0,166062603;0,13729128;0,028771323
0,047201801;0,166007905;0,137037037;0,028970868
0,047157355;0,165953243;0,136783734;0,02916951
0,047113028;0,165898618;0,136531365;0,029367252
0,047068819;0,165844028;0,136279926;0,029564101
0,047024729;0,165789474;0,136029412;0,029760062
0,047018071;0,166063795;0,135779817;0,030283978
0,046974183;0,166009204;0,135531136;0,030478069
0,046930411;0,16595465;0,135283364;0,030671286
0,046886756;0,165900131;0,135036496;0,030863635
0,046843215;0,165845649;0,134790528;0,03105512
0,046799789;0,165791202;0,134545455;0,031245747
0,046756478;0,16573679;0,13430127;0,03143552
0,046750314;0,166010499;0,134057971;0,031952528
0,046707199;0,165956051;0,13562387;0,030332181
0,046664196;0,165901639;0,135379061;0,030522578
0,046621306;0,165847263;0,135135135;0,030712128
0,046578528;0,165792923;0,134892086;0,030900836
0,046535861;0,165738618;0,13464991;0,031088708
0,046493305;0,165684348;0,134408602;0,031275746
0,046450859;0,165630115;0,134168157;0,031461957
0,046445249;0,165903141;0,133928571;0,03197457
0,046402993;0,165848871;0,13368984;0,032159032
0,046360845;0,165794637;0,133451957;0,03234268
0,046318806;0,165740438;0,13321492;0,032525518
0,046276875;0,165686275;0,132978723;0,032707551
0,046235051;0,165632146;0,132743363;0,032888784
0,046193334;0,165578054;0,132508834;0,03306922
0,046151723;0,165523996;0,132275132;0,033248864
0,046110219;0,165469974;0,132042254;0,03342772
0,04606882;0,165415987;0,131810193;0,033605794
0,046027526;0,165362035;0,131578947;0,033783088
0,045986337;0,165308119;0,131348511;0,033959607
0,045945253;0,165254237;0,131118881;0,034135356
0,045904271;0,165200391;0,130890052;0,034310339
0,045863394;0,16514658;0,130662021;0,034484559
0,045822619;0,165092804;0,130434783;0,034658021
0,045781946;0,165039063;0,130208333;0,034830729
0,045777541;0,165310771;0,131715771;0,033595
0,045773116;0,165582303;0,133217993;0,03236431
0,045732691;0,165528455;0,134715026;0,030813429
0,045692367;0,165474642;0,134482759;0,030991884
0,045652143;0,165420864;0,134251291;0,031169574
0,045612019;0,165367122;0,134020619;0,031346503
0,045571995;0,165313413;0,133790738;0,031522676
0,04553207;0,16525974;0,133561644;0,031698096
0,045492243;0,165206102;0,133333333;0,031872769
0,045452515;0,165152498;0,133105802;0,032046696
0,045412884;0,16509893;0,132879046;0,032219884
0,045373351;0,165045396;0,132653061;0,032392334
0,045333915;0,164991896;0,132427844;0,032564052
0,04533025;0,165262476;0,13220339;0,033059086
0,045290979;0,165208941;0,133671743;0,031537198
0,045251804;0,16515544;0,133445946;0,031709494
0,045248253;0,165425704;0,133220911;0,032204793
0,045244682;0,165695793;0,132996633;0,03269916
0,045205737;0,165642187;0,132773109;0,032869078
0,045166887;0,165588616;0,132550336;0,03303828
0,045128131;0,165535079;0,132328308;0,033206771
0,045089469;0,165481577;0,132107023;0,033374554
0,0450509;0,16542811;0,131886477;0,033541632
0,04504764;0,165697674;0,131666667;0,034031008
0,045009229;0,165644172;0,133111481;0,032532691
0,044970911;0,165590704;0,132890365;0,032700338
0,044932684;0,16553727;0,132669983;0,032867287
0,044894548;0,165483871;0,132450331;0,03303354
0,044856504;0,165430506;0,132231405;0,033199101
0,044853546;0,165699549;0,132013201;0,033686347
0,044815656;0,165646149;0,133443163;0,032202986
0,044777856;0,165592784;0,133223684;0,032369099
0,044740146;0,165539452;0,133004926;0,032534526
0,044737356;0,165808113;0,132786885;0,033021228
0,044734542;0,166076601;0,132569558;0,033507043
0,044697046;0,166023166;0,133986928;0,032036238
0,044659638;0,165969765;0,133768352;0,032201413
0,044622319;0,165916399;0,133550489;0,03236591
0,044585086;0,165863067;0,133333333;0,032529733
0,044547941;0,165809769;0,133116883;0,032692886
0,044545414;0,166077739;0,132901135;0,033176604
0,044508417;0,166024406;0,132686084;0,033338322
0,044505926;0,166292135;0,132471729;0,033820406
0,044469075;0,166238768;0,133870968;0,0323678
0,04443231;0,166185435;0,133655395;0,03253004
0,044429916;0,166452854;0,133440514;0,03301234
0,044393296;0,166399487;0,134831461;0,031568026
0,044390937;0,166666667;0,134615385;0,032051282
0,044354461;0,166613265;0,136;0,030613265
0,044318068;0,166559898;0,135782748;0,03077715
0,04428176;0,166506564;0,135566188;0,030940376
0,044245535;0,166453265;0,135350318;0,031102947
0,044209392;0,1664;0,135135135;0,031264865
0,044173332;0,166346769;0,134920635;0,031426134
0,044137355;0,166293572;0,134706815;0,031586758
0,044101459;0,166240409;0,134493671;0,031746738
0,044065646;0,16618728;0,134281201;0,03190608
0,044063785;0,166453674;0,134069401;0,032384273
0,04402811;0,166400511;0,135433071;0,03096744
0,043992515;0,166347382;0,135220126;0,031127256
0,043957;0,166294287;0,135007849;0,031286437
0,043921565;0,166241225;0,134796238;0,031444987
0,043886211;0,166188198;0,13458529;0,031602908
0,043850935;0,166135204;0,134375;0,031760204
0,043815739;0,166082244;0,134165367;0,031916878
0,043780622;0,166029318;0,133956386;0,032072932
0,043745584;0,165976426;0,133748056;0,03222837
0,043710623;0,165923567;0,133540373;0,032383194
0,043675741;0,165870742;0,133333333;0,032537408
0,043640936;0,16581795;0,133126935;0,032691015
0,043606209;0,165765192;0,132921175;0,032844018
0,043571558;0,165712468;0,132716049;0,032996419
0,043536985;0,165659777;0,132511556;0,033148221
0,043502488;0,16560712;0,132307692;0,033299428
0,043468067;0,165554496;0,132104455;0,033450042
0,043433722;0,165501906;0,13190184;0,033600065
0,043399452;0,165449349;0,131699847;0,033749502
0,043398599;0,165714286;0,131498471;0,034215815
0,043364457;0,165661695;0,132824427;0,032837267
0,043363627;0,165926396;0,132621951;0,033304445
0,043329612;0,165873771;0,133942161;0,03193161
0,04329567;0,165821179;0,133738602;0,032082578
0,043261802;0,165768621;0,13353566;0,032232961
0,043228008;0,165716096;0,133333333;0,032382763
0,043194288;0,165663605;0,133131619;0,032531986
0,043160641;0,165611146;0,132930514;0,032680633
0,043127066;0,165558721;0,132730015;0,032828706
0,043126564;0,165822785;0,13253012;0,033292664
0,043093112;0,165770326;0,133834586;0,031935739
0,04309263;0,166034156;0,135135135;0,03089902
0,043059299;0,165981663;0,134932534;0,031049129
0,043026041;0,165929204;0,134730539;0,031198665
0,042992853;0,165876777;0,134529148;0,031347629
0,042959737;0,165824384;0,134328358;0,031496026
0,042959422;0,16608778;0,134128167;0,031959613
0,042926425;0,166035354;0,135416667;0,030618687
0,042893499;0,16598296;0,135215453;0,030767507
0,042860642;0,165930599;0,135014837;0,030915763
0,042860443;0,16619363;0,134814815;0,031378815
0,042860214;0,166456494;0,136094675;0,03036182
0,042827522;0,166404034;0,137370753;0,029033281
0,0427949;0,166351607;0,137168142;0,029183465
0,042762347;0,166299213;0,136966127;0,029333086
0,042729863;0,166246851;0,136764706;0,029482146
0,042697447;0,166194523;0,136563877;0,029630646
0,042665099;0,166142228;0,136363636;0,029778591
0,042632819;0,166089965;0,136163982;0,029925983
0,042600606;0,166037736;0,135964912;0,030072824
0,042600722;0,166299906;0,135766423;0,030533482
0,042568623;0,166247643;0,137026239;0,029221404
0,042536591;0,166195413;0,136826783;0,02936863
0,042504626;0,166143216;0,136627907;0,029515309
0,042504848;0,166405024;0,136429608;0,029975415
0,042505041;0,166666667;0,136231884;0,030434783
0,042473232;0,166614371;0,136034732;0,030579639
0,042441489;0,166562108;0,13583815;0,030723958
0,042409812;0,166509878;0,135642136;0,030867742
0,0423782;0,16645768;0,135446686;0,031010994
0,042346654;0,166405516;0,135251799;0,031153717
0,042315172;0,166353383;0,135057471;0,031295912
0,042283755;0,166301284;0,134863702;0,031437582
0,042252403;0,166249217;0,134670487;0,03157873
0,042221114;0,166197183;0,134477825;0,031719358
0,04218989;0,166145181;0,134285714;0,031859467
0,04215873;0,166093212;0,134094151;0,031999061
0,042127633;0,166041276;0,133903134;0,032138142
0,042096599;0,165989372;0,13371266;0,032276712
0,042065629;0,1659375;0,133522727;0,032414773
0,042034721;0,165885661;0,133333333;0,032552327
0,042003876;0,165833854;0,133144476;0,032689378
0,041973094;0,165782079;0,132956153;0,032825927
0,041942373;0,165730337;0,132768362;0,032961975
0,041911715;0,165678627;0,1325811;0,033097527
0,041881119;0,165626949;0,132394366;0,033232583
0,041882145;0,165887122;0,132208158;0,033678964
0,041851651;0,165835411;0,133426966;0,032408445
0,041821219;0,165783733;0,133239832;0,032543902
0,041790847;0,165732087;0,133053221;0,032678866
0,041760537;0,165680473;0,132867133;0,032813341
0,041730286;0,165628892;0,132681564;0,032947327
0,041731485;0,165888578;0,132496513;0,033392064
0,041701336;0,165836963;0,132311978;0,033524986
0,041671246;0,165785381;0,132127955;0,033657426
0,041641216;0,165733831;0,133333333;0,032400498
0,041611246;0,165682313;0,133148405;0,032533908
0,041581335;0,165630827;0,132963989;0,032666838
0,041551484;0,165579372;0,132780083;0,032799289
0,041521691;0,16552795;0,132596685;0,032931265
0,041491957;0,16547656;0,132413793;0,033062767
0,041462281;0,165425202;0,132231405;0,033193797
0,041432664;0,165373875;0,132049519;0,033324357
0,041403105;0,165322581;0,131868132;0,033454449
0,041404705;0,165581395;0,131687243;0,033894153
0,041375243;0,165530068;0,132876712;0,032653356
0,041345837;0,165478773;0,132694938;0,032783834
0,04131649;0,165427509;0,132513661;0,032913848
0,041287199;0,165376277;0,132332879;0,033043399
0,041257966;0,165325077;0,132152589;0,033172489
0,041228789;0,165273909;0,131972789;0,03330112
0,041199669;0,165222772;0,131793478;0,033429294
0,041201502;0,165480977;0,131614654;0,033866323
0,041172475;0,165429808;0,132791328;0,03263848
0,041143505;0,165378671;0,132611637;0,032767033
0,041114591;0,165327565;0,132432432;0,032895132
0,041085732;0,165276491;0,132253711;0,033022779
0,041056929;0,165225448;0,132075472;0,033149976
0,041028181;0,165174437;0,131897712;0,033276725
0,040999488;0,165123457;0,13172043;0,033403027
0,040970851;0,165072508;0,131543624;0,033528884
0,040942268;0,165021592;0,131367292;0,033654299
0,040913739;0,164970706;0,131191432;0,033779274
0,040885265;0,164919852;0,131016043;0,033903809
0,040856846;0,164869029;0,130841121;0,034027908
0,04082848;0,164818238;0,130666667;0,034151571
0,040800168;0,164767478;0,130492676;0,034274801
0,04077191;0,164716749;0,130319149;0,0343976
0,040774253;0,164973838;0,130146082;0,034827756
0,040746083;0,164923077;0,129973475;0,034949602
0,040717967;0,164872347;0,129801325;0,035071022
0,040689904;0,164821648;0,12962963;0,035192019
0,040692316;0,165078389;0,129458388;0,035620001
0,04066434;0,165027658;0,13060686;0,034420798
0,040636417;0,164976959;0,130434783;0,034542176
0,040608546;0,16492629;0,130263158;0,034663132
0,040611027;0,165182683;0,130091984;0,035090699
0,040583242;0,165131983;0,12992126;0,035210723
0,040555509;0,165081313;0,129750983;0,03533033
0,040527828;0,165030675;0,129581152;0,035449523
0,040500199;0,164980067;0,129411765;0,035568303
0,040472621;0,164929491;0,12924282;0,035686671
0,040445094;0,164878946;0,129074316;0,03580463
0,040417618;0,164828431;0,12890625;0,035922181
0,040390194;0,164777948;0,128738622;0,036039326
0,04036282;0,164727495;0,128571429;0,036156067
0,040335496;0,164677074;0,128404669;0,036272405
0,040308223;0,164626683;0,128238342;0,036388341
0,040281;0,164576323;0,128072445;0,036503878
0,040253827;0,164525994;0,127906977;0,036619017
0,040226704;0,164475696;0,127741935;0,03673376
0,040199631;0,164425428;0,12757732;0,036848108
0,040172608;0,164375191;0,127413127;0,036962064
0,040145634;0,164324985;0,127249357;0,037075627
0,040118709;0,164274809;0,127086008;0,037188801
0,040091834;0,164224664;0,126923077;0,037301587
0,040065007;0,16417455;0,126760563;0,037413987
0,04003823;0,164124466;0,126598465;0,037526001
0,040011501;0,164074413;0,126436782;0,037637631
0,03998482;0,16402439;0,12627551;0,03774888
0,039958188;0,163974398;0,12611465;0,037859748
0,039931604;0,163924436;0,125954198;0,037970238
0,039905068;0,163874505;0,125794155;0,03808035
0,03987858;0,163824604;0,125634518;0,038190086
0,03985214;0,163774734;0,126742712;0,037032021
0,039825747;0,163724893;0,126582278;0,037142615
0,039799402;0,163675084;0,12642225;0,037252833
0,039773105;0,163625304;0,126262626;0,037362678
0,039746854;0,163575555;0,126103405;0,03747215
0,03972065;0,163525836;0,125944584;0,037581251
0,039694494;0,163476147;0,125786164;0,037689984
0,039668384;0,163426488;0,125628141;0,037798348
0,03964232;0,16337686;0,12672522;0,03665164
0,03964591;0,163630844;0,126566416;0,037064428
0,039619922;0,163581184;0,12640801;0,037173174
0,039623505;0,163834951;0,12625;0,037584951
0,039597593;0,163785259;0,126092385;0,037692875
0,039571727;0,163735597;0,125935162;0,037800435
0,039545907;0,163685965;0,125778331;0,037907634
0,039520133;0,163636364;0,125621891;0,038014473
0,039494403;0,163586792;0,125465839;0,038120953
0,03946872;0,16353725;0,126550868;0,036986382
0,039443081;0,163487738;0,126394052;0,037093686
0,039417488;0,163438257;0,126237624;0,037200633
0,039421266;0,163691377;0,126081582;0,037609795
0,039395746;0,163641863;0,127160494;0,036481369
0,039370271;0,16359238;0,127003699;0,036588681
0,039374069;0,163845224;0,126847291;0,036997933
0,039377832;0,164097915;0,126691267;0,037406648
0,039352458;0,164048338;0,127764128;0,036284211
0,039327127;0,163998792;0,127607362;0,03639143
0,039301841;0,163949275;0,12745098;0,036498295
0,039276599;0,163899789;0,127294982;0,036604807
0,039280437;0,164152082;0,128361858;0,035790224
0,039255266;0,164102564;0,129426129;0,034676435
0,039230139;0,164053076;0,129268293;0,034784783
0,039205055;0,164003618;0,12911084;0,034892777
0,039180015;0,163954189;0,128953771;0,035000418
0,039183927;0,164206086;0,128797084;0,035409002
0,039158957;0,164156627;0,128640777;0,03551585
0,03913403;0,164107197;0,128484848;0,035622348
0,039109146;0,164057797;0,128329298;0,035728499
0,039084304;0,164008426;0,128174123;0,035834303
0,039088288;0,164259928;0,128019324;0,036240604
0,039063516;0,164210526;0,127864897;0,036345629
0,039038786;0,164161155;0,127710843;0,036450311
0,039014098;0,164111812;0,12755716;0,036554652
0,038989453;0,1640625;0,127403846;0,036658654
0,038964849;0,164013217;0,1272509;0,036762317
0,038940287;0,163963964;0,127098321;0,036865643
0,038915767;0,16391474;0,126946108;0,036968633
0,038891289;0,163865546;0,126794258;0,037071288
0,038866852;0,163816382;0,126642772;0,03717361
0,038842456;0,163767247;0,126491647;0,0372756
0,038818102;0,163718141;0,126340882;0,037377259
0,038793788;0,163669065;0,126190476;0,037478589
0,038769516;0,163620018;0,126040428;0,03757959
0,038745285;0,163571001;0,125890736;0,037680264
0,038721094;0,163522013;0,1257414;0,037780613
0,038696944;0,163473054;0,125592417;0,037880637
0,038672834;0,163424125;0,125443787;0,037980338
0,038648765;0,163375224;0,125295508;0,038079716
0,038624736;0,163326354;0,12514758;0,038178774
0,038600747;0,163277512;0,125;0,038277512
0,038576799;0,1632287;0,124852768;0,038375932
0,03855289;0,163179916;0,124705882;0,038474034
0,038529021;0,163131162;0,124559342;0,03857182
