hb;tree_error;alt_error;error_diff
0,056825913;0,181943014;0,153246753;0,028696261
0,056752146;0,181880577;0,152849741;0,029030836
0,056678659;0,181818182;0,15245478;0,029363401
0,056605452;0,18175583;0,152061856;0,029693974
0,056532521;0,181693521;0,151670951;0,03002257
0,056501271;0,181973955;0,151282051;0,030691903
0,056428841;0,181911614;0,153452685;0,028458928
0,056356682;0,181849315;0,153061224;0,028788091
0,056325981;0,182129408;0,152671756;0,029457652
0,056295378;0,182409309;0,152284264;0,030125045
0,056223931;0,182346904;0,15443038;0,027916524
0,056152749;0,182284542;0,154040404;0,028244138
0,05608183;0,182222222;0,153652393;0,028569829
0,056011174;0,182159945;0,153266332;0,028893614
0,055940777;0,182097711;0,152882206;0,029215505
0,05587064;0,182035519;0,1525;0,029535519
0,05580076;0,18197337;0,152119701;0,029853669
0,055731135;0,181911263;0,151741294;0,030169969
0,055661765;0,181849198;0,151364764;0,030484434
0,055592646;0,181787176;0,150990099;0,030797077
0,055564261;0,182066144;0,150617284;0,03144886
0,055495597;0,18200409;0,150246305;0,031757785
0,055427182;0,181942078;0,14987715;0,032064928
0,055359013;0,181880109;0,149509804;0,032370305
0,055291088;0,181818182;0,149144254;0,032673928
0,055223407;0,181756297;0,148780488;0,032975809
0,055155968;0,181694454;0,148418491;0,033275962
0,055128866;0,181972789;0,148058252;0,033914537
0,055061863;0,181910915;0,150121065;0,031789849
0,055035034;0,182188987;0,149758454;0,032430533
0,054968461;0,182127081;0,151807229;0,030319852
0,054902122;0,182065217;0,153846154;0,028219064
0,054875753;0,182342954;0,153477218;0,028865736
0,054809837;0,182281059;0,153110048;0,029171011
0,054744152;0,182219206;0,15274463;0,029474576
0,054678697;0,182157395;0,152380952;0,029776442
0,05461347;0,182095626;0,152019002;0,030076623
0,054548469;0,182033898;0,151658768;0,030375131
0,054483694;0,181972213;0,151300236;0,030671976
0,054419143;0,181910569;0,150943396;0,030967173
0,054394141;0,182187606;0,150588235;0,031599371
0,054329993;0,182125931;0,150234742;0,031891189
0,054266065;0,182064298;0,149882904;0,032181394
0,054241487;0,182341001;0,14953271;0,032808291
0,054177955;0,182279337;0,149184149;0,033095188
0,054114639;0,182217715;0,148837209;0,033380505
0,054051539;0,182156134;0,148491879;0,033664254
0,053988653;0,182094595;0,148148148;0,033946446
0,053925979;0,182033097;0,147806005;0,034227092
0,053863518;0,181971641;0,149769585;0,032202056
0,053801267;0,181910226;0,149425287;0,032484939
0,053777961;0,182186235;0,149082569;0,033103666
0,053716087;0,182124789;0,151029748;0,031095041
0,05365442;0,182063385;0,150684932;0,031378454
0,053592959;0,182002022;0,150341686;0,031660337
0,053531703;0,181940701;0,15;0,031940701
0,05347065;0,181879421;0,149659864;0,032219557
0,053448229;0,182154882;0,149321267;0,032833615
0,053425863;0,182430158;0,151241535;0,031188623
0,053365336;0,182368775;0,150900901;0,031467874
0,053343185;0,182643794;0,150561798;0,032081996
0,053283016;0,182582381;0,150224215;0,032358165
0,053223045;0,182521008;0,149888143;0,032632865
0,053163269;0,182459677;0,149553571;0,032906106
0,053103689;0,182398388;0,14922049;0,033177898
0,053044302;0,182337139;0,148888889;0,03344825
0,053022988;0,182611615;0,148558758;0,034052856
0,052963948;0,182550336;0,148230088;0,034320247
0,052905098;0,182489098;0,14790287;0,034586228
0,052884139;0,182763246;0,147577093;0,035186154
0,05282563;0,182701978;0,147252747;0,035449231
0,05276731;0,182640751;0,146929825;0,035710926
0,052709176;0,182579564;0,146608315;0,035971249
0,052651227;0,182518419;0,14628821;0,03623021
0,052593463;0,182457315;0,145969499;0,036487816
0,052535883;0,182396252;0,145652174;0,036744078
0,052478486;0,182335229;0,145336226;0,036999004
0,05242127;0,182274247;0,145021645;0,037252602
0,052364234;0,182213307;0,144708423;0,037504883
0,052307379;0,182152406;0,144396552;0,037755855
0,052250702;0,182091547;0,144086022;0,038005525
0,052231399;0,182364729;0,145922747;0,036441983
0,052212135;0,18263773;0,147751606;0,034886124
0,052155917;0,182576769;0,147435897;0,035140872
0,052099875;0,182515849;0,147121535;0,035394314
0,052044006;0,18245497;0,146808511;0,035646459
0,051988311;0,182394131;0,146496815;0,035897316
0,051932789;0,182333333;0,146186441;0,036146893
0,051877437;0,182272576;0,145877378;0,036395197
0,05185904;0,18254497;0,14556962;0,03697535
0,051803994;0,182484182;0,147368421;0,035115761
0,051749117;0,182423435;0,147058824;0,035364612
0,051731022;0,182695507;0,146750524;0,035944983
0,051676446;0,182634731;0,148535565;0,034099166
0,051622037;0,182573994;0,14822547;0,034348524
0,05160424;0,182845745;0,147916667;0,034929078
0,051550126;0,182784978;0,147609148;0,035175831
0,051496176;0,182724252;0,147302905;0,035421348
0,051442389;0,182663567;0,14699793;0,035665637
0,051388765;0,182602922;0,146694215;0,035908707
0,051335301;0,182542317;0,146391753;0,036150564
0,051281999;0,182481752;0,146090535;0,036391217
0,051265004;0,182752902;0,145790554;0,036962348
0,051211987;0,182692308;0,145491803;0,037200504
0,051195147;0,182963208;0,145194274;0,037768934
0,051142412;0,182902584;0,146938776;0,035963809
0,051089833;0,182842001;0,146639511;0,036202489
0,051073269;0,183112583;0,148373984;0,034738599
0,051020969;0,18305197;0,148073022;0,034978947
0,050968823;0,182991396;0,147773279;0,035218117
0,050916831;0,182930863;0,147474747;0,035456116
0,050864992;0,18287037;0,147177419;0,035692951
0,050813305;0,182809917;0,146881288;0,03592863
0,050761769;0,182749504;0,146586345;0,036163159
0,050710383;0,182689131;0,146292585;0,036396546
0,050694686;0,182959049;0,146;0,036959049
0,050643568;0,182898646;0,145708583;0,037190064
0,050628011;0,183168317;0,145418327;0,03774999
0,050577157;0,183107885;0,147117296;0,035990589
0,05052645;0,183047493;0,146825397;0,036222097
0,05047589;0,182987141;0,146534653;0,036452488
0,050460702;0,183256427;0,146245059;0,037011368
0,0504104;0,183196046;0,147928994;0,035267052
0,050395347;0,183465086;0,147637795;0,03582729
0,050345302;0,183404676;0,149312377;0,034092298
0,050330383;0,183673469;0,149019608;0,034653862
0,050315483;0,183942086;0,148727984;0,035214102
0,050300605;0,184210526;0,150390625;0,033819901
0,050251037;0,184149951;0,152046784;0,032103167
0,050201609;0,184089415;0,151750973;0,032338442
0,05015232;0,184028919;0,151456311;0,032572608
0,050103171;0,183968463;0,151162791;0,032805672
0,05005416;0,183908046;0,150870406;0,03303764
0,050005287;0,183847669;0,150579151;0,033268518
0,049956551;0,183787332;0,150289017;0,033498314
0,049907951;0,183727034;0,151923077;0,031803957
0,049859486;0,183666776;0,151631478;0,032035298
0,049811157;0,183606557;0,151340996;0,032265561
0,049762962;0,183546378;0,151051625;0,032494753
0,049714901;0,183486239;0,150763359;0,03272288
0,049666973;0,183426138;0,15047619;0,032949948
0,049619177;0,183366077;0,152091255;0,031274823
0,049571514;0,183306056;0,151802657;0,031503399
0,049558249;0,183573298;0,151515152;0,032058147
0,049510818;0,183513248;0,151228733;0,032284515
0,049463517;0,183453237;0,152830189;0,030623049
0,049416346;0,183393266;0,152542373;0,030850893
0,049369303;0,183333333;0,152255639;0,031077694
0,049322389;0,18327344;0,151969981;0,031303459
0,049309639;0,18354017;0,151685393;0,031854777
0,049296902;0,183806725;0,153271028;0,030535697
0,049250312;0,183746736;0,154850746;0,02889599
0,049203849;0,183686786;0,154562384;0,029124403
0,04915751;0,183626875;0,156133829;0,027493046
0,049145077;0,183893055;0,155844156;0,028048899
0,04909896;0,183833116;0,157407407;0,026425709
0,049052967;0,183773216;0,157116451;0,026656765
0,049007097;0,183713355;0,156826568;0,026886787
0,04896135;0,183653533;0,156537753;0,02711578
0,048915725;0,18359375;0,15625;0,02734375
0,048903778;0,183859421;0,155963303;0,027896118
0,048858368;0,18379961;0,155677656;0,028121954
0,048813078;0,183739837;0,155393053;0,028346784
0,048767908;0,183680104;0,155109489;0,028570615
0,048722858;0,183620409;0,154826958;0,028793451
0,048677926;0,183560754;0,154545455;0,029015299
0,048633113;0,183501137;0,154264973;0,029236164
0,048588417;0,183441558;0,153985507;0,029456051
0,048543839;0,183382019;0,153707052;0,029674966
0,048499378;0,183322518;0,155234657;0,028087861
0,048455032;0,183263055;0,154954955;0,028308101
0,048444006;0,183527886;0,154676259;0,028851627
0,048399865;0,183468395;0,154398564;0,029069832
0,048355838;0,183408944;0,155913978;0,027494965
0,048311926;0,18334953;0,155635063;0,027714468
0,048268127;0,183290155;0,155357143;0,027933013
0,048224442;0,183230819;0,155080214;0,028150605
0,048213859;0,183495146;0,15480427;0,028690875
0,04820328;0,183759301;0,156305506;0,027453795
0,048192705;0,184023286;0,156028369;0,027994917
0,048182134;0,1842871;0,155752212;0,028534888
0,048138904;0,184227537;0,155477032;0,028750505
0,048095784;0,184168013;0,155202822;0,028965191
0,048052774;0,184108527;0,154929577;0,02917895
0,048009874;0,18404908;0,154657293;0,029391786
0,047999644;0,18431246;0,154385965;0,029926495
0,047956936;0,184252985;0,154115587;0,030137398
0,047914337;0,184193548;0,153846154;0,030347395
0,047904275;0,184456627;0,155322862;0,029133765
0,047861865;0,184397163;0,156794425;0,027602738
0,047819562;0,184337738;0,156521739;0,027815999
0,047777365;0,184278351;0,15625;0,028028351
0,047735274;0,184219002;0,155979203;0,028239799
0,047693288;0,184159691;0,155709343;0,028450348
0,047683634;0,184422272;0,155440415;0,028981858
0,047641833;0,184362934;0,156896552;0,027466383
0,04763226;0,184625281;0,156626506;0,027998775
0,047622688;0,18488746;0,158075601;0,026811858
0,047581149;0,18482803;0,15780446;0,02702357
0,047539714;0,184768638;0,157534247;0,027234391
0,047530299;0,185030517;0,157264957;0,02776556
0,047489043;0,184971098;0,156996587;0,027974511
0,047479706;0,185232745;0,156729131;0,028503614
0,047470369;0,185494223;0,156462585;0,029031638
0,04742937;0,185434713;0,156196944;0,029237769
0,047388471;0,185375241;0,155932203;0,029443037
0,047347672;0,185315806;0,155668359;0,029647448
0,047306973;0,18525641;0,155405405;0,029851005
